"Paper type: C=conference paper, J = journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Keywords,IEEE XPLORE Article Number (deprecated),References (deprecated)
J,"Volume rendering, Sketching input, Human-computer interaction, Transfer functions, Feature space",6064975,5613492;745319;4658154;1250414;4376159;568112;5290762;4658153;1250386;1250413;885694;1532856;663875;4015460
J,"Backchannel, information visualization, events, multiple views, microblogging, information retrieval, World Wide Web",5613451,5333443;4376134;4658136;4658131;1532133;1249028;4677364;5333437
J,"Axis labeling, nice numbers",5613441,
J,"Frameworks, information visualization, information art, dynamic data",5613455,1382905;567746_1;636761;5290695
J,"Multidimensional data, cluster comparison, bioinformatics visualization",5613440,568118;146402;4015425;4376153;4376152;5290692;885086
J,"Information visualization, user interfaces, toolkits, domain specific languages, declarative languages, optimization",5613453,5290720;4015439;1382904;4376131;5290702;235219;5290718;5290719;4376146;1382905;885086
J,,5613432,5290698;5290701;4658133
J,"Pixel-based visualization, evaluation, user study, visual search, change detection",5613433,480803
J,"Multi-facet visualization, Text visualization, Multi-relational Graph, Search UI",5613456,4015419;5333443;885098;5290725;4658140;4658133;5290723;5290722;1532126;4015432;4015425;745302;5290726;528686;4015423
J,"Genealogy visualization, interaction",5613445,1173156;1532124
J,"Statistics, visual testing, permutation tests, null hypotheses, data plots",5613434,4376131
J,"Line graphs, braided graphs, horizon graphs, small multiples, stacked graphs, evaluation, design guidelines",5613429,4658136;4376151;4376143;801851;4658146;1532144
J,"Information visualization, bioinformatics, insight-based evaluation",5613428,5290720;5290692
J,"Empirical study, visualization, visualization construction, visual analytics, visual mapping, novices",5613431,4376144;4015420;4376134;5333878;4658124;4035745;4376131;4677358;4677365;4376143;1532136;729560;4376133;885086;963289;885092;4658129
J,"Perceptual cognition, visualization models, laboratory studies, cognition theory",5613438,4658146
J,"Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",5613458,4376134;4376144;5290722;5333443;1249031
J,"Uncertainty visualization, brushing, scatter plots, parallel coordinates, multivariate data",5613435,4658159;963286;4658166;5290705;1173145;5290770;809866;5290731;4015444;1382892;346302;4658123;5290765
J,"Mental model, model-based reasoning, distributed cognition, interaction, theory, information visualization",5613437,5290711;4658147;963289;5290700;4376144;5290708;4658124;4658138;4658127;4677365
J,"Spatial data, temporal data, gene expression",5613427,4015439;4376151;4376132;5290692
J,"Narrative visualization, storytelling, design methods, case study, journalism, social data analysis",5613452,4376131;4376146;4658129;4388992
J,"Geographic Visualization, Automated Cartography, Proportional Symbol Maps, Necklace Maps",5613424,1382888;4658149
J,"opinion visualization, radial visualization, uncertainty visualization",5613449,4035748;5290722;5332611;4658130;5333919;1173151
J,"Parallel coordinates, metrics, display optimization, visualization models",5613439,1532142;4015422;146402;4035766;5332628;1532136;729568;636793
J,"Genealogy, Pedigree, H-tree",5613444,4658143;4658145;1532124;1249004;175815;1173152;1173148;636718
J,"Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",5613436,885091;1532145;1382885;1532144;4376151;963283;963290;4658138;801860;1173153
J,"Cartography, design, Digimap service, legend, online web mapping, visualization",5613425,4376139;4658149;4376146;4015427;885095;4376132;5290702
J,"Focus+Context, Lens, Test and Measurement, Electronic Signal, Signal Processing ",5613426,5333895
J,"Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",5613457,5290722;1532122;4376132
J,"Dot plots, Parallel coordinate plots, Multidimensional data, Density-based visualization",5613442,1532139;1532138;5290770;528685;175815;1532122;1382894;885098
J,"Interactive graph drawing, network layout, attribute-driven layout, parallel coordinates, scatterplot matrix, radial menu",5613448,5290697;1532142;4376168;5290705;5332586;1532141;4015436;1382901;4376140;1249011;4658123
J,"Information visualization, lifelogging, design study, music, listening history, timelines, photos, calendars",5613450,4658136;4376134;963273;1173155;801851;4035762
J,"Radial visualization, user study, visual memory",5613430,1382885;963291;663916;963291
J,"Information Visualization, Euler diagrams, Set Visualization, Graph Visualization",5613447,4658148;4376154;1532126;4658145;5290706;4015435;4015416;4658142;4015424;398863;4658123
J,"Information visualization, diversity, categorical data, multivariate data, evaluation",5613443,146402;146386;1382895;636793;1173157;175815;809866;1382894
J,"Graph drawing, graph products, TopoLayout",5613446,4376155
J,"Visualization systems, toolkit design, data transformation and representation",5613454,1382904;5290715;4658131;5290720;4376131;885086
C,"note taking, recording, collaboration, tabletop, wall display, history, provenance 
",5652879,4658129;4677358;4376145;5333020;4677365;5333023;4376131
M,,5652958,
M,,5650177,
M,"High-order finite elements, spectral/hp elements, cut-plane extraction, GPU-based root-finding, GPU ray-tracing, cut-surface extraction",5650199,
C,"Visual Knowledge Discovery, Visual Knowledge Representation, Data Clustering, Human-Computer Interaction 
",5652484,4677352;4677350;5332584;4388990;5333428;4376142
M,,5649831,
M,"artificial intelligence, cognition, intent discernment, volume rendering
",5650854,
C,,5652880,4035757;4389006;4035758;4376131;4677358;4376145
C,,5652467,5290707
C,"Visual Analytics, Decision Making, Annotation, Insight Management, Multidimensional Visualization",5652885,146375;1532136;4376134;4677365;4376131;5290723
M,,5651676,
M,,5654445,
C,"Interaction, Visual Isomorph, Problem Solving",5653599,4376144;4658127
M,,5651192,
M,,5653822,
C,"Computational Journalism, Computer Assisted Reporting, Social Media, Sensemaking

",5652922,5333437;5333443;5333878;4677364
C,,5652392,1249013;346302;4015439;1249015;5290704;1382893
C,"event detection, spatio-temporal data, time series analysis, scalable visualization, geovisualization 
",5652478,801851;4376136
M,"Email, Enron, EmailTime, Email Correspondents, Visual Analysis",5652968,
M,"Collaboration, coordinated multiple views, instant messaging, emergency response, hazardous weather 
",5650815,
M,"Email, Enron, Case Study, EmailTime, Visual Analysis",5649905,
C,"Subspace finding, clustering high-dimensional data, connected morphological operators, visual exploration, astronomical data",5652450,
C,"Uncertainty, Data Transformations, Principal Component Analysis, Model fitting

",5652460,4658159;4677368;5332611;4389000;4015424;4658123
C,"context, foraging, sensemaking, mapping, text analysis, geographic information retrieval 
",5652895,
C,"Visual analytics, visualization, reasoning process ",5653598,4658129;4388992;4677365;4677360;4389009
C,,5652433,1532145;1532142;663916;4035766;5332628;4658161
C,,5652890,4035762;4035754
M,,5651694,
C,,5652443,5332629;1249015;1382891;5290704
M,,5652532,
C,,5652520,4658129;4015419;4035749;1382904;4015439;1173158;346302;729560;4376154;4376133;4389006;1532129;1382905
C,"Sensemaking, Semantic Graph Layout, Visual Analytics, Network Diagnosis, Information Visualization",5652910,4015419;4376129;5333878;4389006;4035746
M,,5653580,
M,"Coordinated multiple views, cross-filtered queries, interaction states, natural language generation, visual provenance

",5650251,
M,Visualization system and toolkit design,5650219,
C,,5652896,
C,"visual analytics, cognition and perception theory, embodied cognition, visualization taxonomies and models 
",5653587,
C,,5652940,5333564;4376169;146402;528686;5332629;5290728
C,"text visualization, multi-facet data visualization",5652931,5333443;4389005;4658133;5290722;4658136;5290726;1173155;801866;4389006;1532122;885097
M,,5650766,
C,"Visual Analytics, Interactive Visual Exploration, Decision Boundary Visualization, Multi-dimensional Space, Classification",5652398,4376144;1532139;5332628;729568;5290745;885086;4376140;4677369;346302;4658123
C,"Visual Analytics, financial Information Visualization, Time Series Data, Time Series Clustering, Explorative Analysis

",5652530,963273;636789;963288;801851;1249027
C,,5652926,4389004
M,"Information visualization, 2D1/2 animation, line & surface graph animation, interaction, synchronization 
",5654451,
M,"temporal relationships, temporal visualization ",5651617,
M,,5652951,
C,"Collaborative visualization, text and document data, intelligence analysis",5652932,5290715;4389006;5333245;4677362;4376131;4677366
J,"Alleviating occlusions, camera model, curved rays, multiperspective visualization, interactive visualization",5613463,4658162;1372240;4015467;4015475;1249008;4015450
J,"Tiled Displays, Human-Computer Interaction, Gesture-Based Interaction, Multi-user interaction, Distributed algorithms",5613505,4015470;4376163;1183793;5290744
J,"Flow field visualization, information theory, streamline generation",5613461,4658159;4376173;4376165;4015449;4015453;1532832;1532831;4658174;885690;1532833;4376210;1183785
J,"Information theory, theory of visualization, quantitative evaluation",5613460,4376165;1532781;4015449;559213;1532834;885096;4376144;4015461;1382903;4376143;4658174;4658127;636792;1532833;885092;146375;1183785
J,"Confined magnetic fusion, magnetic field visualization, Poincare map, periodic magnetic fieldlines, recurrent patterns",5613484,1532842;964507;1250376;663858
J,"Small animal imaging, comparative visualization, multi-timepoint, molecular imaging, articulated planar reformation",5613480,5290768;1183754;1250400;4015467;4658165
J,"Visualization System and Toolkit Design, Scalability Issues, User Interfaces, Zooming and Navigation Techniques",5613466,
J,"Voxel arrays, oct-trees, persistent homology, persistence diagrams, level sets, robustness, approximations, plant roots",5613465,663875
J,"Direct volume rendering, interval volume, isosurface, ray casting, preintegration, scale-invariant opacity",5613492,745713;663886;1372176;480789;1183762;5290780;4015502;4658152;885683;1532808;4658188;1250384;5290775;480807
J,"Discontinuity, Scatterplot, Topology, Data Visualization",5613469,4015490;4658159;809896;1532851;5290770
J,"Anisotropic diffusion, PDE, De-noising, Scale-Space, Principal Curvatures",5613478,1183766;1250414;1372235;964516
J,"Particle visualization, volume rendering, ray-casting, GPU resampling",5613495,1250404;4658172;235223;1250404;1250384;4376206;5290736;4376164;1372217
J,"Exploded view diagrams, mathematical visualization, symmetry",5613471,4015467;1250400;1532856
J,"Uncertainty visualization, Medical imaging, Probabilistic segmentation",5613477,5290762;1532807;1250414;4376198
J,"4D MRI blood-flow, Probing, Flow visualization, Illustrative visualization, Phase-contrast cine MRI",5613474,4015467;5290742
J,"Direct volume rendering, GPU, high quality, curve interpolation",5613494,346331;1372173;1532810;5290775;1250384
J,"Unstructured grids, cell location, interpolation, vector field visualization",5613496,4658155;4658156;1532795;5290737
J,"Direct-touch interaction, wall displays, 3D navigation and exploration, evaluation, illustrative visualization",5613504,1532778;4376144;1372220
J,"Derivative, Gradient, Reconstruction, Sampling, Lattice, Interpolation, Approximation, Frequency Error Kernel",5613491,964498;346331;663848;1372174
J,"Flow visualization, Stream surfaces, Illustrative rendering, Silhouettes, GPU technique, 3D vector field data",5613473,146395;5290738;4376157;1532857;809905;4658156;5290742;964506;1532858;1532855;4658177;1372196;1250376
J,"Gigapixel viewer, biomedical image processing, GPU, texture compression",5613479,346321;1183757;964541_06;4376192;480809;964531;480812;1250385
J,"Unsteady flow visualization, feature extraction, streak surface generation, GPUs",5613499,5290738;4376209;235211;4658156;964506;4376174;398875;5290756;5290737;4015480;4376175;4658155;1532780
J,"Vector field, data clustering, feature classification, high-dimensional data, user interaction",5613498,5290742;398846;4376210;175794;745333;235211;4658163;5290738;809917;663910;745296;175771;885690;885689
J,"Visualization in physical sciences and engineering, time series data, coordinated multiple views",5613486,5290748;1173149;528685;1173157
J,"Hyperspectral visualization, data exploration, image fusion, document processing and analysis",5613485,4658178;4658167;4658158;4015476;485155;4658175
J,"Flow visualization, integral surfaces, illustrative rendering",5613472,4015450;1250414;4658156;235211;5290738;398875;964506;885694;4658155;5290737
